gmap_id,name,address,estado,ciudad,latitude,longitude,avg_rating,recommendations,rec_name,rec_address,rec_estado,rec_ciudad,rec_latitude,rec_longitude,rec_avg_rating
0x89c259816223d199:0xba8efa2f9f969fdb,El Nuevo Amanecer,"El Nuevo Amanecer, 117 Stanton St # 1, New York, NY 10002",PA,Morrisville,40.720954,-73.98720589999999,4.0,0x89c2f41f01189d97:0xa35f9a00be7d7d42,Munchies The Best Taste,"Munchies The Best Taste, 1405 St Nicholas Ave, New York, NY 10033",PA,Morrisville,40.8489472,-73.93423489999999,4.0
0x89c2f41f01189d97:0xa35f9a00be7d7d42,Munchies The Best Taste,"Munchies The Best Taste, 1405 St Nicholas Ave, New York, NY 10033",PA,Morrisville,40.8489472,-73.93423489999999,4.0,0x89c2f41f01189d97:0xa35f9a00be7d7d42,Munchies The Best Taste,"Munchies The Best Taste, 1405 St Nicholas Ave, New York, NY 10033",PA,Morrisville,40.8489472,-73.93423489999999,4.0
0x89c258e166fe11ad:0x1b29073bfa5c2295,Starbucks,"Starbucks, 969 1st Avenue, New York, NY 10022",PA,Morrisville,40.756046,-73.9648,4.0,0x89c258c1dc14e04f:0xae3f145cd7409f26,Afghan Kebab House,"Afghan Kebab House, 1345 2nd Ave #5224, New York, NY 10021",PA,Morrisville,40.7680214,-73.95915719999999,4.0
0x89c258c1dc14e04f:0xae3f145cd7409f26,Afghan Kebab House,"Afghan Kebab House, 1345 2nd Ave #5224, New York, NY 10021",PA,Morrisville,40.7680214,-73.95915719999999,4.0,0x89c259a13ae4eb73:0x7b04ccbd50e6b03a,Panera Bread,"Panera Bread, 304 Park Ave S, New York, NY 10010",PA,Morrisville,40.7401514,-73.98692919999999,4.0
0x89c259a13ae4eb73:0x7b04ccbd50e6b03a,Panera Bread,"Panera Bread, 304 Park Ave S, New York, NY 10010",PA,Morrisville,40.7401514,-73.98692919999999,4.0,0x89c259a13ae4eb73:0x7b04ccbd50e6b03a,Panera Bread,"Panera Bread, 304 Park Ave S, New York, NY 10010",PA,Morrisville,40.7401514,-73.98692919999999,4.0
0x89c2f41c7c5eeaff:0x1a779da91baeb0c2,Q`Kachapa,"Q`Kachapa, 1552 St Nicholas Ave, New York, NY 10040",PA,Morrisville,40.85336,-73.930538,4.0,0x89c25882f830357b:0x71332d45d4cab12b,Le Pain Quotidien,"Le Pain Quotidien, 2463 Broadway, New York, NY 10025",PA,Morrisville,40.7917395,-73.9742447,4.0
0x89c25882f830357b:0x71332d45d4cab12b,Le Pain Quotidien,"Le Pain Quotidien, 2463 Broadway, New York, NY 10025",PA,Morrisville,40.7917395,-73.9742447,4.0,0x89c25882f830357b:0x71332d45d4cab12b,Le Pain Quotidien,"Le Pain Quotidien, 2463 Broadway, New York, NY 10025",PA,Morrisville,40.7917395,-73.9742447,4.0
0x89c25904f51ee22f:0x6f1cb152ee7206ca,Best Wingers,"Best Wingers, 711 2nd Ave, New York, NY 10016",PA,Morrisville,40.7475514,-73.97411629999999,4.0,0x89c25a10e8ffd0bb:0x7a952f023be388fe,Jiangnan Chinese Cuisine,"Jiangnan Chinese Cuisine, 103 Washington St 2nd floor, New York, NY 10006",PA,Morrisville,40.7083773,-74.0140466,4.0
0x89c25a10e8ffd0bb:0x7a952f023be388fe,Jiangnan Chinese Cuisine,"Jiangnan Chinese Cuisine, 103 Washington St 2nd floor, New York, NY 10006",PA,Morrisville,40.7083773,-74.0140466,4.0,0x89c259a61d19c12f:0x4ce7cc53150e7f74,Lasani Grill,"Lasani Grill, 539 9th Ave, New York, NY 10018",PA,Morrisville,40.7571738,-73.9939127,4.0
0x89c259a61d19c12f:0x4ce7cc53150e7f74,Lasani Grill,"Lasani Grill, 539 9th Ave, New York, NY 10018",PA,Morrisville,40.7571738,-73.9939127,4.0,0x89c2f5fd7de657bb:0xa394a83528114ec,MAKANA,"MAKANA, 2245 1st Avenue, New York, NY 10029",PA,Morrisville,40.7956436,-73.9358857,4.0
0x89c2f5fd7de657bb:0xa394a83528114ec,MAKANA,"MAKANA, 2245 1st Avenue, New York, NY 10029",PA,Morrisville,40.7956436,-73.9358857,4.0,0x89c2588a6723e5d3:0x135bbe572c95a527,Just Salad,"Just Salad, 2056 Broadway, New York, NY 10023",PA,Morrisville,40.7774955,-73.9816699,4.0
0x89c2588a6723e5d3:0x135bbe572c95a527,Just Salad,"Just Salad, 2056 Broadway, New York, NY 10023",PA,Morrisville,40.7774955,-73.9816699,4.0,0x89c2588a6723e5d3:0x135bbe572c95a527,Just Salad,"Just Salad, 2056 Broadway, New York, NY 10023",PA,Morrisville,40.7774955,-73.9816699,4.0
0x89c2f623081e3f11:0xf617160e0519d709,Duke Ellington Gourmet Deli,"Duke Ellington Gourmet Deli, 934 Columbus Ave, New York, NY 10025",PA,Morrisville,40.7991991,-73.9631249,4.0,0x89c2590337845095:0x49009983f505ba2,Chelsea Bagel of Tudor City,"Chelsea Bagel of Tudor City, 800 2nd Ave, New York, NY 10017",PA,Morrisville,40.7503123,-73.9716064,4.0
0x89c2590337845095:0x49009983f505ba2,Chelsea Bagel of Tudor City,"Chelsea Bagel of Tudor City, 800 2nd Ave, New York, NY 10017",PA,Morrisville,40.7503123,-73.9716064,4.0,0x89c25b5d4a04a7d3:0xd29da0820c34dc2b,Kiku Sushi,"New York, Brooklyn, 7th Ave, Kiku Sushi邮政编码: 11215",PA,Morrisville,40.6658303,-73.982188,4.0
0x89c25b5d4a04a7d3:0xd29da0820c34dc2b,Kiku Sushi,"New York, Brooklyn, 7th Ave, Kiku Sushi邮政编码: 11215",PA,Morrisville,40.6658303,-73.982188,4.0,0x89c258f0a8d88c05:0xbb25d2466dd156a9,Lili's 57,"Lili's 57, 200 W 57th St, New York, NY 10019",PA,Morrisville,40.7654816,-73.9804798,4.0
0x89c258f0a8d88c05:0xbb25d2466dd156a9,Lili's 57,"Lili's 57, 200 W 57th St, New York, NY 10019",PA,Morrisville,40.7654816,-73.9804798,4.0,0x89c259001729785f:0x3af4840738c87733,Chopt Creative Salad Co.,"Chopt Creative Salad Co., 11 W 42nd St, New York, NY 10036",PA,Morrisville,40.7540388,-73.9817685,4.0
0x89c259001729785f:0x3af4840738c87733,Chopt Creative Salad Co.,"Chopt Creative Salad Co., 11 W 42nd St, New York, NY 10036",PA,Morrisville,40.7540388,-73.9817685,4.0,0x89c259001729785f:0x3af4840738c87733,Chopt Creative Salad Co.,"Chopt Creative Salad Co., 11 W 42nd St, New York, NY 10036",PA,Morrisville,40.7540388,-73.9817685,4.0
0x89d892dcaafbcd35:0x6b1b738ace24532d,New York Pizzeria,"New York Pizzeria, 7580 S State St, Lowville, NY 13367",PA,Quakertown,43.7863715,-75.4918428,4.0,0x89d892dcaafbcd35:0x6b1b738ace24532d,New York Pizzeria,"New York Pizzeria, 7580 S State St, Lowville, NY 13367",PA,Quakertown,43.7863715,-75.4918428,4.0
0x89c258bbf97f7297:0x46500164dbe67a5f,Vinnie's Pizzeria,"Vinnie's Pizzeria, 1603 2nd Ave, New York, NY 10028",PA,Morrisville,40.7761966,-73.95331449999999,4.0,0x89c258a3b619e88f:0x18ca35c9e7f87990,Yura On Madison,"Yura On Madison, 1350 Madison Ave, New York, NY 10128",PA,Morrisville,40.7864899,-73.9549479,4.0
0x89c258a3b619e88f:0x18ca35c9e7f87990,Yura On Madison,"Yura On Madison, 1350 Madison Ave, New York, NY 10128",PA,Morrisville,40.7864899,-73.9549479,4.0,0x89c258a3b619e88f:0x18ca35c9e7f87990,Yura On Madison,"Yura On Madison, 1350 Madison Ave, New York, NY 10128",PA,Morrisville,40.7864899,-73.9549479,4.0
0x89c258829f17f13d:0xad008426e8a1cd37,Subway,"Subway, 2508 Broadway, New York, NY 10025",PA,Morrisville,40.7929023,-73.97262789999999,4.0,0x89c2585fabf61e8b:0xd191039f602382e,Acqua NYC,"Acqua NYC, 718 Amsterdam Ave, New York, NY 10025",PA,Morrisville,40.793391,-73.97125299999999,4.0
0x89c2585fabf61e8b:0xd191039f602382e,Acqua NYC,"Acqua NYC, 718 Amsterdam Ave, New York, NY 10025",PA,Morrisville,40.793391,-73.97125299999999,4.0,0x89c258e3a8a0b84b:0xb28edc1adf0c9578,Murphy's,"Murphy's, 977 2nd Ave, New York, NY 10022",PA,Morrisville,40.7560519,-73.9680149,4.0
0x89c258e3a8a0b84b:0xb28edc1adf0c9578,Murphy's,"Murphy's, 977 2nd Ave, New York, NY 10022",PA,Morrisville,40.7560519,-73.9680149,4.0,0x89c258e3a8a0b84b:0xb28edc1adf0c9578,Murphy's,"Murphy's, 977 2nd Ave, New York, NY 10022",PA,Morrisville,40.7560519,-73.9680149,4.0
0x89c25897ccaf4f7f:0x8f7cf490d595ff46,Giovanni Venticinque,"Giovanni Venticinque, 25 E 83rd St, New York, NY 10028",PA,Morrisville,40.7791699,-73.9602975,4.0,0x89c25897ccaf4f7f:0x8f7cf490d595ff46,Giovanni Venticinque,"Giovanni Venticinque, 25 E 83rd St, New York, NY 10028",PA,Morrisville,40.7791699,-73.9602975,4.0
0x89c25993ee37dcbb:0xf5dc7f18877c02de,Juice Generation,"Juice Generation, 69 Prince St, New York, NY 10012",PA,Morrisville,40.7240564,-73.9969256,4.0,0x89c25850923329d5:0x57c8007cbe091128,Azuri Cafe,"Azuri Cafe, 465 W 51st St, New York, NY 10019",PA,Morrisville,40.7653075,-73.9907679,4.0
0x89c25850923329d5:0x57c8007cbe091128,Azuri Cafe,"Azuri Cafe, 465 W 51st St, New York, NY 10019",PA,Morrisville,40.7653075,-73.9907679,4.0,0x89c2f623ba7cc9d1:0x44022a61c5c4fe5d,Tum & Yum,"Tum & Yum, 4041, 917 Columbus Ave, New York, NY 10025",PA,Morrisville,40.7983818,-73.9632288,4.0
0x89c2f623ba7cc9d1:0x44022a61c5c4fe5d,Tum & Yum,"Tum & Yum, 4041, 917 Columbus Ave, New York, NY 10025",PA,Morrisville,40.7983818,-73.9632288,4.0,0x89c2f6129475b961:0xf346d1e83534fcdc,A1 Asian Fusion,"A1 Asian Fusion, 2071 Adam Clayton Powell Jr Blvd, New York, NY 10027",PA,Morrisville,40.8079078,-73.9487513,4.0
0x89c2f6129475b961:0xf346d1e83534fcdc,A1 Asian Fusion,"A1 Asian Fusion, 2071 Adam Clayton Powell Jr Blvd, New York, NY 10027",PA,Morrisville,40.8079078,-73.9487513,4.0,0x89c259efa8d2a925:0x41f821ad4dea3202,Dalup Modern Indian,"Dalup Modern Indian, 350 7th Ave, New York, NY 10001",PA,Morrisville,40.7482132,-73.9929658,4.0
0x89c259efa8d2a925:0x41f821ad4dea3202,Dalup Modern Indian,"Dalup Modern Indian, 350 7th Ave, New York, NY 10001",PA,Morrisville,40.7482132,-73.9929658,4.0,0x89c258f849504899:0xc5004e3fb26d28c4,Maze by Gordon Ramsay at The London,"Maze by Gordon Ramsay at The London, 151 W 54th St, New York, NY 10019",PA,Morrisville,40.7634909,-73.98065869999999,4.0
0x89c258f849504899:0xc5004e3fb26d28c4,Maze by Gordon Ramsay at The London,"Maze by Gordon Ramsay at The London, 151 W 54th St, New York, NY 10019",PA,Morrisville,40.7634909,-73.98065869999999,4.0,0x89c2f61b4a76df11:0xd9c6a82ceb704539,Wimpy's,"Wimpy's, 1634 Madison Ave, New York, NY 10029",PA,Morrisville,40.7958242,-73.9480691,4.0
0x89c2f61b4a76df11:0xd9c6a82ceb704539,Wimpy's,"Wimpy's, 1634 Madison Ave, New York, NY 10029",PA,Morrisville,40.7958242,-73.9480691,4.0,0x89c2597879f30bf1:0xf583fd68a81761dd,Nobody Is Perfect,"Nobody Is Perfect, 235 E 4th St, New York, NY 10009",PA,Morrisville,40.7234802,-73.9826655,4.0
0x89c2597879f30bf1:0xf583fd68a81761dd,Nobody Is Perfect,"Nobody Is Perfect, 235 E 4th St, New York, NY 10009",PA,Morrisville,40.7234802,-73.9826655,4.0,0x89c2597879f30bf1:0xf583fd68a81761dd,Nobody Is Perfect,"Nobody Is Perfect, 235 E 4th St, New York, NY 10009",PA,Morrisville,40.7234802,-73.9826655,4.0
0x89c2585735c12c2f:0xcef4b77c71663db,My Belly’s Playlist,"My Belly’s Playlist, 218 W 35th St, New York, NY 10001",PA,Morrisville,40.751789,-73.991033,4.0,0x89c2585735c12c2f:0xcef4b77c71663db,My Belly’s Playlist,"My Belly’s Playlist, 218 W 35th St, New York, NY 10001",PA,Morrisville,40.751789,-73.991033,4.0
0x89c258f8bcfe7d47:0xa49f960997575703,Pret A Manger,"Pret A Manger, 135 W 50th St, New York, NY 10020",PA,Morrisville,40.7609904,-73.982246,4.0,0x89c25907591379d7:0x1f0d8f3a3c77d8ec,The Archive,"The Archive, 12 E 36th St, New York, NY 10016",PA,Morrisville,40.7492477,-73.9828572,4.0
0x89c25907591379d7:0x1f0d8f3a3c77d8ec,The Archive,"The Archive, 12 E 36th St, New York, NY 10016",PA,Morrisville,40.7492477,-73.9828572,4.0,0x89c258e3467e0947:0xabcb095ae2b530f4,Chopt Creative Salad Co.,"Chopt Creative Salad Co., 165 E 52nd St, New York, NY 10022",PA,Morrisville,40.7574033,-73.9702026,4.0
0x89c258e3467e0947:0xabcb095ae2b530f4,Chopt Creative Salad Co.,"Chopt Creative Salad Co., 165 E 52nd St, New York, NY 10022",PA,Morrisville,40.7574033,-73.9702026,4.0,0x89c258e3467e0947:0xabcb095ae2b530f4,Chopt Creative Salad Co.,"Chopt Creative Salad Co., 165 E 52nd St, New York, NY 10022",PA,Morrisville,40.7574033,-73.9702026,4.0
0x89de0a2392db2e71:0x50d650502dc25b95,Amo La Bella New York,"Amo La Bella New York, 89 Beaver St, Albany, NY 12207",PA,New Hope,42.6492416,-73.7552244,4.0,0x89c258bb6f8d2b77:0x9b79f26b1773446e,Little Italy Pizza,"Little Italy Pizza, 217 East 86th St, New York, NY 10028",PA,Morrisville,40.778598,-73.9529609,4.0
0x89c258bb6f8d2b77:0x9b79f26b1773446e,Little Italy Pizza,"Little Italy Pizza, 217 East 86th St, New York, NY 10028",PA,Morrisville,40.778598,-73.9529609,4.0,0x89c2f608e9dbffff:0xa729dcf71461f7fb,Terrific Wings Tacos & Things,"Terrific Wings Tacos & Things, 2131 3rd Ave, New York, NY 10035",PA,Morrisville,40.7981887,-73.9395689,4.0
0x89c2f608e9dbffff:0xa729dcf71461f7fb,Terrific Wings Tacos & Things,"Terrific Wings Tacos & Things, 2131 3rd Ave, New York, NY 10035",PA,Morrisville,40.7981887,-73.9395689,4.0,0x89c25992a0496c1f:0x23784a1a5d592068,Fresh Tortillas Express,"Fresh Tortillas Express, 206 Varick St, New York, NY 10014",PA,Morrisville,40.7287311,-74.0051024,4.0
0x89c25992a0496c1f:0x23784a1a5d592068,Fresh Tortillas Express,"Fresh Tortillas Express, 206 Varick St, New York, NY 10014",PA,Morrisville,40.7287311,-74.0051024,4.0,0x89c9bc0afd17eac3:0x51b87f537a7d7cc1,Kings New York Pizza,"Kings New York Pizza, 15010 Buchanan Trail E, Blue Ridge Summit, PA 17214",PA,London Grove,39.728684,-77.473402,4.0
0x89c9bc0afd17eac3:0x51b87f537a7d7cc1,Kings New York Pizza,"Kings New York Pizza, 15010 Buchanan Trail E, Blue Ridge Summit, PA 17214",PA,London Grove,39.728684,-77.473402,4.0,0x89c259a1c86bce6f:0x4cd73fa3167c166c,Sushi Choshi,"Sushi Choshi, 77 Irving Pl # 3, New York, NY 10003",PA,Morrisville,40.7369226,-73.9868281,4.0
0x89c259a1c86bce6f:0x4cd73fa3167c166c,Sushi Choshi,"Sushi Choshi, 77 Irving Pl # 3, New York, NY 10003",PA,Morrisville,40.7369226,-73.9868281,4.0,0x89c25986c1e36119:0xf08283f18a01b97f,Baby Brasa,"Baby Brasa, 129 Allen St, New York, NY 10002",PA,Morrisville,40.7200601,-73.99033419999999,4.0
0x89c25986c1e36119:0xf08283f18a01b97f,Baby Brasa,"Baby Brasa, 129 Allen St, New York, NY 10002",PA,Morrisville,40.7200601,-73.99033419999999,4.0,0x89c2590097c4574b:0x3e771a5089b25028,Just Salad,"Just Salad, 2 E 39th St, New York, NY 10016",PA,Morrisville,40.7512565,-73.9819344,4.0
0x89c2590097c4574b:0x3e771a5089b25028,Just Salad,"Just Salad, 2 E 39th St, New York, NY 10016",PA,Morrisville,40.7512565,-73.9819344,4.0,0x89c2590097c4574b:0x3e771a5089b25028,Just Salad,"Just Salad, 2 E 39th St, New York, NY 10016",PA,Morrisville,40.7512565,-73.9819344,4.0
0x89c2f616ff295555:0x79baf6eb445a11ad,PaPa Thai Cuisine,"PaPa Thai Cuisine, 2115 Frederick Douglass Blvd, New York, NY 10026",PA,Morrisville,40.8034705,-73.95642939999999,4.0,0x89c259928904c0a9:0x357017e92035952b,Ditch Plains,"Ditch Plains, 29 Bedford St, New York, NY 10014",PA,Morrisville,40.729221,-74.003748,4.0
0x89c259928904c0a9:0x357017e92035952b,Ditch Plains,"Ditch Plains, 29 Bedford St, New York, NY 10014",PA,Morrisville,40.729221,-74.003748,4.0,0x89c258e3eb47ea89:0x76df016290a93f2d,The Upsider,"The Upsider, 1004 2nd Ave, New York, NY 10014",PA,Morrisville,40.756784,-73.9668126,4.0
0x89c258e3eb47ea89:0x76df016290a93f2d,The Upsider,"The Upsider, 1004 2nd Ave, New York, NY 10014",PA,Morrisville,40.756784,-73.9668126,4.0,0x89c2f7746e990b8d:0xbce05641b7331ba0,American Wing Company,"American Wing Company, 159 E 116th St, New York, NY 10029, United States",PA,Morrisville,40.7985287,-73.9410178,4.0
0x89c2f7746e990b8d:0xbce05641b7331ba0,American Wing Company,"American Wing Company, 159 E 116th St, New York, NY 10029, United States",PA,Morrisville,40.7985287,-73.9410178,4.0,0x89c259cd1086e209:0x9f9e5e867548524c,Citarella Gourmet Market – Hudson Yards,"Citarella Gourmet Market – Hudson Yards, 20 Hudson Yards Unit 207A, New York, NY 10001",PA,Morrisville,40.7533936,-74.001055,4.0
0x89c259cd1086e209:0x9f9e5e867548524c,Citarella Gourmet Market – Hudson Yards,"Citarella Gourmet Market – Hudson Yards, 20 Hudson Yards Unit 207A, New York, NY 10001",PA,Morrisville,40.7533936,-74.001055,4.0,0x89c259a902c56ad7:0x9cd5a4c63cd6ea4a,Starry Night NYC,"Starry Night NYC, 28 W 33rd St, New York, NY 10001",PA,Morrisville,40.748312,-73.98662399999999,4.0
0x89c259a902c56ad7:0x9cd5a4c63cd6ea4a,Starry Night NYC,"Starry Night NYC, 28 W 33rd St, New York, NY 10001",PA,Morrisville,40.748312,-73.98662399999999,4.0,0x89c259838b56dfb5:0x9d43227c71f7de7f,Sugar Cafe,"Sugar Cafe, 200 Allen St, New York, NY 10002",PA,Morrisville,40.7224474,-73.98850259999999,4.0
0x89c259838b56dfb5:0x9d43227c71f7de7f,Sugar Cafe,"Sugar Cafe, 200 Allen St, New York, NY 10002",PA,Morrisville,40.7224474,-73.98850259999999,4.0,0x89c259989b5799fd:0xe14be518094bfc8,Toasties,"Toasties, 25 John St, New York, NY 10038",PA,Morrisville,40.7098097,-74.0085713,4.0
0x89c259989b5799fd:0xe14be518094bfc8,Toasties,"Toasties, 25 John St, New York, NY 10038",PA,Morrisville,40.7098097,-74.0085713,4.0,0x89c258521c9339c7:0xd3c233736d63d02c,Healthy Market,"Healthy Market, 632 10th Ave, New York, NY 10036",PA,Morrisville,40.7613496,-73.99390029999999,4.0
0x89c258521c9339c7:0xd3c233736d63d02c,Healthy Market,"Healthy Market, 632 10th Ave, New York, NY 10036",PA,Morrisville,40.7613496,-73.99390029999999,4.0,0x89c2f69fe2d0040b:0xcef1dc1b178c2615,Makana,"Makana, 1329 St Nicholas Ave, New York, NY 10033",PA,Morrisville,40.8464904,-73.93612139999999,4.0
0x89c2f69fe2d0040b:0xcef1dc1b178c2615,Makana,"Makana, 1329 St Nicholas Ave, New York, NY 10033",PA,Morrisville,40.8464904,-73.93612139999999,4.0,0x89c25a2624e9b047:0x6252f792803a2be2,New Arping,"New Arping, 45 Division St, New York, NY 10002",PA,Morrisville,40.7140177,-73.9953761,4.0
0x89c25a2624e9b047:0x6252f792803a2be2,New Arping,"New Arping, 45 Division St, New York, NY 10002",PA,Morrisville,40.7140177,-73.9953761,4.0,0x89c259f2b7dbf241:0x5ad0e8536c0528e4,Hale and Hearty,"Hale and Hearty, 350 Hudson St, New York, NY 10014",PA,Morrisville,40.7275431,-74.0070751,4.0
0x89c259f2b7dbf241:0x5ad0e8536c0528e4,Hale and Hearty,"Hale and Hearty, 350 Hudson St, New York, NY 10014",PA,Morrisville,40.7275431,-74.0070751,4.0,0x89c25858049014b7:0x4f942a5e094b32,Matts Grill,"Matts Grill, 932 8th Ave, New York, NY 10019",PA,Morrisville,40.765451,-73.983464,4.0
0x89c25858049014b7:0x4f942a5e094b32,Matts Grill,"Matts Grill, 932 8th Ave, New York, NY 10019",PA,Morrisville,40.765451,-73.983464,4.0,0x89c25989589db93d:0xc4021a38849350b6,Omakasa,"Omakasa, 56 Spring St, New York, NY 10012",PA,Morrisville,40.722235,-73.996691,4.0
0x89c25989589db93d:0xc4021a38849350b6,Omakasa,"Omakasa, 56 Spring St, New York, NY 10012",PA,Morrisville,40.722235,-73.996691,4.0,0x89c25989589db93d:0xc4021a38849350b6,Omakasa,"Omakasa, 56 Spring St, New York, NY 10012",PA,Morrisville,40.722235,-73.996691,4.0
0x89c259067306080f:0x58d5cc6495ba68b9,Nana Sweet Sushi,"Nana Sweet Sushi, 511 3rd Ave, New York, NY 10016",PA,Morrisville,40.745882,-73.97767499999999,4.0,0x89c259bb2ef0a9ef:0xfb251a15fdb8b477,Wrapido,"Wrapido, 104 8th Ave, New York, NY 10011",PA,Morrisville,40.7405085,-74.001657,4.0
0x89c259bb2ef0a9ef:0xfb251a15fdb8b477,Wrapido,"Wrapido, 104 8th Ave, New York, NY 10011",PA,Morrisville,40.7405085,-74.001657,4.0,0x89c259010eafed3f:0x6c771cbe7662efe2,Choza Taqueria,"Choza Taqueria, 100 Park Ave, New York, NY 10017",PA,Morrisville,40.7516044,-73.9787451,4.0
0x89c259010eafed3f:0x6c771cbe7662efe2,Choza Taqueria,"Choza Taqueria, 100 Park Ave, New York, NY 10017",PA,Morrisville,40.7516044,-73.9787451,4.0,0x89c258fae1c5ce87:0xf402e89fc0db1e5e,Pizza Da Solo,"Pizza Da Solo, 550 Madison Ave, New York, NY 10022",PA,Morrisville,40.761523,-73.973385,4.0
0x89c258fae1c5ce87:0xf402e89fc0db1e5e,Pizza Da Solo,"Pizza Da Solo, 550 Madison Ave, New York, NY 10022",PA,Morrisville,40.761523,-73.973385,4.0,0x89c2599d65c82f1f:0x81f39c8d811c11a8,Mr Bing,"Mr Bing, 8 W 46th St, New York, NY 10036",PA,Morrisville,40.7562048,-73.97971179999999,4.0
0x89c2599d65c82f1f:0x81f39c8d811c11a8,Mr Bing,"Mr Bing, 8 W 46th St, New York, NY 10036",PA,Morrisville,40.7562048,-73.97971179999999,4.0,0x89c2599d65c82f1f:0x81f39c8d811c11a8,Mr Bing,"Mr Bing, 8 W 46th St, New York, NY 10036",PA,Morrisville,40.7562048,-73.97971179999999,4.0
0x89c2f41c2449f931:0xc2d745e6e1e703e4,El Pollo Dorado,"El Pollo Dorado, 1497 St Nicholas Ave, New York, NY 10033",PA,Morrisville,40.8518886,-73.93210049999999,4.0,0x89c2f41b5e1d7a35:0x57613325b2b80102,Dunkin',"Dunkin', 1599 St Nicholas Ave, New York, NY 10040",PA,Morrisville,40.8548994,-73.92993299999999,4.0
0x89c2f41b5e1d7a35:0x57613325b2b80102,Dunkin',"Dunkin', 1599 St Nicholas Ave, New York, NY 10040",PA,Morrisville,40.8548994,-73.92993299999999,4.0,0x89c259ac731a7539:0x3f02b81515feb91b,Pret a Manger,"Pret a Manger, 485 7th Ave, New York, NY 10018",PA,Morrisville,40.7522809,-73.98936069999999,4.0
0x89c259ac731a7539:0x3f02b81515feb91b,Pret a Manger,"Pret a Manger, 485 7th Ave, New York, NY 10018",PA,Morrisville,40.7522809,-73.98936069999999,4.0,0x89c259ae3a7f8517:0x5b2173d8c3c5d4ee,Red Mango,"Red Mango, 234 W. 34th Street Between 7th and 8th Ave, Main Terminal, New York, NY 10001",PA,Morrisville,40.75171,-73.993484,4.0
0x89c259ae3a7f8517:0x5b2173d8c3c5d4ee,Red Mango,"Red Mango, 234 W. 34th Street Between 7th and 8th Ave, Main Terminal, New York, NY 10001",PA,Morrisville,40.75171,-73.993484,4.0,0x89c259d108d3f70b:0xbdc41b629f2bf40b,Unagi (Aburi Ittetsu),"Unagi (Aburi Ittetsu), 60 Kenmare St, New York, NY 10012",PA,Morrisville,40.7208777,-73.9960921,4.0
0x89c259d108d3f70b:0xbdc41b629f2bf40b,Unagi (Aburi Ittetsu),"Unagi (Aburi Ittetsu), 60 Kenmare St, New York, NY 10012",PA,Morrisville,40.7208777,-73.9960921,4.0,0x89c25857ad3ba781:0x26986de83436fcb4,비블앤십,"10019 New York, W 51st St, 비블앤십",PA,Morrisville,40.762889,-73.985333,4.0
0x89c25857ad3ba781:0x26986de83436fcb4,비블앤십,"10019 New York, W 51st St, 비블앤십",PA,Morrisville,40.762889,-73.985333,4.0,0x89c259ce09fa9f3f:0xe4694eb8003f202c,Tings,"Tings, 75 9th Ave, New York, NY 10011",PA,Morrisville,40.7423951,-74.0062727,4.0
0x89c259ce09fa9f3f:0xe4694eb8003f202c,Tings,"Tings, 75 9th Ave, New York, NY 10011",PA,Morrisville,40.7423951,-74.0062727,4.0,0x89c25a116048ef03:0xe5a14bd367d40e78,cafe plaza deli,"cafe plaza deli, 11 Broadway, New York, NY 10004",PA,Morrisville,40.7052172,-74.0139997,4.0
0x89c25a116048ef03:0xe5a14bd367d40e78,cafe plaza deli,"cafe plaza deli, 11 Broadway, New York, NY 10004",PA,Morrisville,40.7052172,-74.0139997,4.0,0x89c2f60f7a807b05:0x6ca4b351ead95db8,Cross Culture Kitchen,"Cross Culture Kitchen, 62 E 116th St, New York, NY 10029",PA,Morrisville,40.7995749,-73.94424599999999,4.0
0x89c2f60f7a807b05:0x6ca4b351ead95db8,Cross Culture Kitchen,"Cross Culture Kitchen, 62 E 116th St, New York, NY 10029",PA,Morrisville,40.7995749,-73.94424599999999,4.0,0x89c259e77b1855bf:0x4300c19b2e04b88e,Selena Rosa,"Selena Rosa, 1712 2nd Ave, New York, NY 10128",PA,Morrisville,40.7795459,-73.9501952,4.0
0x89c259e77b1855bf:0x4300c19b2e04b88e,Selena Rosa,"Selena Rosa, 1712 2nd Ave, New York, NY 10128",PA,Morrisville,40.7795459,-73.9501952,4.0,0x89c259e77b1855bf:0x4300c19b2e04b88e,Selena Rosa,"Selena Rosa, 1712 2nd Ave, New York, NY 10128",PA,Morrisville,40.7795459,-73.9501952,4.0
0x89c2590b099f8a7f:0xbb9b417ad1a97b64,East side diner,"New York, E 23rd St, East side diner邮政编码: 10010",PA,Morrisville,40.7368819,-73.97892949999999,4.0,0x89c25993cf2e1c57:0x52ea2c0eafc774f6,Wok to Walk,"Wok to Walk, 319 6th Ave #4446, New York, NY 10014",PA,Morrisville,40.731076,-74.001708,4.0
0x89c25993cf2e1c57:0x52ea2c0eafc774f6,Wok to Walk,"Wok to Walk, 319 6th Ave #4446, New York, NY 10014",PA,Morrisville,40.731076,-74.001708,4.0,0x89c25a18440df38d:0x77ba222bfc41ef5d,Noon Mediterranean,"Noon Mediterranean, 222 Broadway, New York, NY 10038",PA,Morrisville,40.7106604,-74.0084115,4.0
