name,address,gmap_id,description,latitude,longitude,category,avg_rating,num_of_reviews,state,url,city,id_sitio
Wildwood BBQ,"Wildwood BBQ, 225 Park Ave S, New York, NY 10003",0x89c259a1f2ca0e35:0x74914ecc4d2f3e9e,"Large, lively eatery offering multi-regional styles of BBQ & other Southern faves plus a full bar.",40.7371329,-73.9879502,"['Restaurant', 'Bar', 'Barbecue restaurant']",4.0,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259a1f2ca0e35:0x74914ecc4d2f3e9e?authuser=-1&hl=en&gl=us,Nueva York,1910
Nocciola Pizzeria e Trattoria,"Nocciola Pizzeria e Trattoria, 123 E 110th St, New York, NY 10029",0x89c2f6048b395719:0xf421e28fce166bbf,,40.7953129,-73.9451809,"['Pizza restaurant', 'Italian restaurant']",4.0,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f6048b395719:0xf421e28fce166bbf?authuser=-1&hl=en&gl=us,Nueva York,1911
Baraonda,"Baraonda, 1439 2nd Ave, New York, NY 10021",0x89c258c07bb81027:0xbe685167f2b5bc33,Energetic Italian eatery known to turn into an all-out dance party as the night wears on.,40.7707619,-73.9572658,['Italian restaurant'],3.9,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258c07bb81027:0xbe685167f2b5bc33?authuser=-1&hl=en&gl=us,Nueva York,1912
Baraonda,"Baraonda, 1439 2nd Ave, New York, NY 10021",0x89c258c07bb81027:0xbe685167f2b5bc33,Energetic Italian eatery known to turn into an all-out dance party as the night wears on.,40.7707619,-73.9572658,['Italian restaurant'],3.9,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258c07bb81027:0xbe685167f2b5bc33?authuser=-1&hl=en&gl=us,Nueva York,1913
Sullivan Bistro,"Sullivan Bistro, 169 Sullivan St, New York, NY 10012",0x89c2598df8f5d8ef:0x303e5282e64a1dea,A popular fixed-price dinner & weekend brunch are offered in this Euro-style diner.,40.727934,-74.00102199999999,['American restaurant'],3.9,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2598df8f5d8ef:0x303e5282e64a1dea?authuser=-1&hl=en&gl=us,Nueva York,1914
Arancini Bros.,"Arancini Bros., 88 Essex St, New York, NY 10002",0x89c2598122e2eaef:0xd753ecd0950bca6e,,40.7182408,-73.988107,"['Food manufacturer', 'Food and beverage consultant', 'Food producer']",3.9,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2598122e2eaef:0xd753ecd0950bca6e?authuser=-1&hl=en&gl=us,Nueva York,1915
The Dove Parlour,"The Dove Parlour, 228 Thompson St, New York, NY 10012",0x89c25991bc0f029d:0x58bc2ddebc54709d,Sophisticated underground lounge done in Victorian style offering creative cocktails & finger foods.,40.7292665,-73.9987786,"['Bar', 'Cocktail bar', 'Lounge', 'Restaurant']",3.9,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25991bc0f029d:0x58bc2ddebc54709d?authuser=-1&hl=en&gl=us,Nueva York,1916
Antibes Bistro,"Antibes Bistro, 112 Suffolk St, New York, NY 10002",0x89c259810714093d:0xb1970ef8efeee29a,"French-Mediterranean fare is the focus at this small, unassuming bistro.",40.7188352,-73.986048,"['French restaurant', 'Brunch restaurant', 'Jazz club']",3.9,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259810714093d:0xb1970ef8efeee29a?authuser=-1&hl=en&gl=us,Nueva York,1917
UN,"UN, 875 1st Avenue, New York, NY 10017",0x89c258e20cbe4475:0x12fe106ba5ffcc55,,40.7533025,-73.96697019999999,['Chinese restaurant'],3.9,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258e20cbe4475:0x12fe106ba5ffcc55?authuser=-1&hl=en&gl=us,Nueva York,1918
Taïm,"Taïm, 570 Lexington Ave, New York, NY 10022",0x89c25944f14b818f:0xfade90820de49cab,,40.7571519,-73.9726033,"['Middle Eastern restaurant', 'Israeli restaurant', 'Restaurant', 'Vegetarian restaurant']",3.9,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25944f14b818f:0xfade90820de49cab?authuser=-1&hl=en&gl=us,Nueva York,1919
FireBird Restaurant,"FireBird Restaurant, 365 W 46th St, New York, NY 10036",0x89c25853e1bdf0b1:0xc97eb4e5b2384a20,Refined traditional Russian fare matches the antiques & ornate decor in this upscale spot.,40.760942,-73.99007499999999,['Restaurant'],3.9,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25853e1bdf0b1:0xc97eb4e5b2384a20?authuser=-1&hl=en&gl=us,Nueva York,1920
新粵旺,"New York, Brooklyn, 20th Ave, 新粵旺邮政编码: 11214",0x89c2450eddfe1e13:0x7a52ae129471d4c,,40.6050403,-73.998014,"['Cantonese restaurant', 'Delivery Restaurant']",3.9,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2450eddfe1e13:0x7a52ae129471d4c?authuser=-1&hl=en&gl=us,Nueva York,1921
Che Bella Pizza,"Che Bella Pizza, 1215 Amsterdam Ave, New York, NY 10027",0x89c2f6157d2d2447:0xb5b7a80a1e42eb43,"Basic pizzeria for slices & pies plus pastas, gyros & student-friendly specials.",40.8089857,-73.9591141,"['Pizza restaurant', 'Italian restaurant']",3.9,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f6157d2d2447:0xb5b7a80a1e42eb43?authuser=-1&hl=en&gl=us,Nueva York,1922
Hale and Hearty,"Hale and Hearty, 55 W 56th St, New York, NY 10019",0x89c258fa1da6edcd:0xa594d37d7af8ab,"No-frills counter-serve chain offering a variety of soups, sandwiches & custom-made salads.",40.763506,-73.97673499999999,"['Soup shop', 'Caterer', 'Delivery Restaurant', 'Takeout Restaurant', 'Salad shop', 'Sandwich shop']",3.9,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258fa1da6edcd:0xa594d37d7af8ab?authuser=-1&hl=en&gl=us,Nueva York,1923
Havana Central,"Havana Central, 2911 Broadway, New York, NY 10025",0x89c2f63c0148d4d1:0x4758129d5f944a5,Boisterous Cuban restaurant serving island staples & cocktails in a retro-Havana setting.,40.8064456,-73.96542629999999,"['Restaurant', 'Bar']",3.9,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f63c0148d4d1:0x4758129d5f944a5?authuser=-1&hl=en&gl=us,Nueva York,1924
The Corner Deli,"The Corner Deli, 106 Kenmare St, New York, NY 10012",0x89c25988dfea8929:0xa472a592637d7216,,40.7213979,-73.9976088,"['Deli', 'Restaurant']",3.9,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25988dfea8929:0xa472a592637d7216?authuser=-1&hl=en&gl=us,Nueva York,1925
Murals on 54,"Murals on 54, 63 W 54th St, New York, NY 10019",0x89c258f999805515:0x6d479b0a23f77576,Modern American restaurant in a historic space surrounded by restored murals in the Warwick Hotel.,40.7623813,-73.9782877,['American restaurant'],3.9,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258f999805515:0x6d479b0a23f77576?authuser=-1&hl=en&gl=us,Nueva York,1926
Bryant Park Pizza,"Bryant Park Pizza, 1095 6th Ave, New York, NY 10036",0x89c259aab765f469:0x8a6abc2b2fe08ef1,"Store-based stop for pizza, salads, hearty Italian entrees & vegetarian options plus wine & beer.",40.7547166,-73.98485819999999,['Pizza restaurant'],3.9,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259aab765f469:0x8a6abc2b2fe08ef1?authuser=-1&hl=en&gl=us,Nueva York,1927
C Bao Asian Buns,"C Bao Asian Buns, 197 Worth St, New York, NY 10013",0x89c25a26be1fd859:0x356d09a833cced9e,,40.7139109,-73.9991642,"['Restaurant', 'Asian restaurant', 'Bubble tea store', 'Chinese restaurant', 'Taiwanese restaurant']",3.8,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25a26be1fd859:0x356d09a833cced9e?authuser=-1&hl=en&gl=us,Nueva York,1928
Bar 515,"Bar 515, 515 3rd Ave, New York, NY 10016",0x89c2590673fc5373:0x7cbd129a7f530f28,Local lounge with sports on plasma-screen TVs plus American & Mediterranean-influenced bar eats.,40.7460478,-73.9776728,"['Bar & grill', 'Hamburger restaurant', 'Seafood restaurant', 'Sports bar']",3.8,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2590673fc5373:0x7cbd129a7f530f28?authuser=-1&hl=en&gl=us,Nueva York,1929
Cafe Mingala,"Cafe Mingala, 1393 B 2nd Ave, New York, NY 10021",0x89c258c036fee0bb:0x3d53a13cb9acfd0f,Burmese eatery decorated with murals of Myanmar serving traditional stir-fries & noodles.,40.7692888,-73.9582538,"['Cafe', 'Restaurant']",3.8,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258c036fee0bb:0x3d53a13cb9acfd0f?authuser=-1&hl=en&gl=us,Nueva York,1930
Pie-Zano Pizza,"Pie-Zano Pizza, 94 Nagle Ave, New York, NY 10040",0x89c2f40429cb5437:0xee96269ebd8ad20f,,40.8606795,-73.9277144,"['Pizza restaurant', 'Delivery Restaurant']",3.8,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f40429cb5437:0xee96269ebd8ad20f?authuser=-1&hl=en&gl=us,Nueva York,1931
Church & Dey,"Church & Dey, 55 Church St, New York, NY 10007",0x89c25a19bbf7e287:0xcbd9778526624460,A modern setting in the Millenium Hilton offering up American fare all day.,40.7111618,-74.0103057,"['Bar', 'Restaurant']",3.8,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25a19bbf7e287:0xcbd9778526624460?authuser=-1&hl=en&gl=us,Nueva York,1932
Dunkin',"Dunkin', 210 W 38th St, New York, NY 10018",0x89c25930afe59445:0xcd38c963730f8400,Long-running chain serving signature breakfast items & a variety of coffee drinks.,40.7536149,-73.9892891,"['Coffee shop', 'Bagel shop', 'Bakery', 'Breakfast restaurant', 'Donut shop', 'Fast food restaurant', 'Takeout Restaurant']",3.8,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25930afe59445:0xcd38c963730f8400?authuser=-1&hl=en&gl=us,Nueva York,1933
Bakare,"Bakare, 524 W 207th St A, New York, NY 10034",0x89c2f3f6227e23bf:0x77d67fda1b4f5643,,40.8651037,-73.9198819,"['Latin American restaurant', 'Lounge', 'Restaurant']",3.8,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f3f6227e23bf:0x77d67fda1b4f5643?authuser=-1&hl=en&gl=us,Nueva York,1934
Juice Press,"Juice Press, 225 Liberty St 2nd floor, New York, NY 10006",0x89c25a1afed637eb:0xd2c8ffd6415ba6cf,"Chain for health-conscious, organic eats offering smoothies, vegan raw foods & juice cleanses.",40.7120455,-74.0152324,"['Organic food store', 'Health food store', 'Juice shop', 'Vegan restaurant']",3.8,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25a1afed637eb:0xd2c8ffd6415ba6cf?authuser=-1&hl=en&gl=us,Nueva York,1935
Subway,"Subway, 1885 3rd Ave, New York, NY 10029",0x89c2f6028c7a548f:0x22b898fef6846b75,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",40.79028,-73.9452,"['Sandwich shop', 'Caterer', 'Fast food restaurant']",3.8,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f6028c7a548f:0x22b898fef6846b75?authuser=-1&hl=en&gl=us,Nueva York,1936
Pongsri Thai,"Pongsri Thai, 165 W 23rd St, New York, NY 10011",0x89c259bb2c7f0f57:0xf08acbb8d93ead7b,"Chelsea branch of long-running Thai mini-chain (since 1972), serving traditional specialties.",40.7440854,-73.9950207,['Thai restaurant'],3.7,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259bb2c7f0f57:0xf08acbb8d93ead7b?authuser=-1&hl=en&gl=us,Nueva York,1937
Patsy's Pizzeria,"Patsy's Pizzeria, 318 W 23rd St, New York, NY 10011",0x89c259ba364eaf5d:0xd2e9794a39cb960c,"These informal pizza parlors offer brick-oven pies along with salads, pastas & more.",40.7454606,-73.9992714,"['Pizza restaurant', 'Italian restaurant', 'Restaurant']",3.7,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259ba364eaf5d:0xd2e9794a39cb960c?authuser=-1&hl=en&gl=us,Nueva York,1938
BL Burger Bar,"BL Burger Bar, 20 Prince St, New York, NY 10012",0x89c25985f9e1ff0d:0xc73ae3640deacb6d,"Restaurant with a brasserie feel, sidewalk tables & French dishes like steak frites & mussels.",40.7227197,-73.9945118,"['French restaurant', 'Bar & grill']",3.7,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25985f9e1ff0d:0xc73ae3640deacb6d?authuser=-1&hl=en&gl=us,Nueva York,1939
Royal Fried Chicken,"Royal Fried Chicken, 13 Avenue D, New York, NY 10009",0x89c2597947e84d61:0xfc886724488eff8,,40.7205121,-73.97858289999999,"['Chicken restaurant', 'Delivery Restaurant']",3.7,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2597947e84d61:0xfc886724488eff8?authuser=-1&hl=en&gl=us,Nueva York,1940
Taco Bar,"Taco Bar, 40 E 4th St, New York, NY 10003",0x89c2599b2a7b4229:0xc5418901b2f66ede,"Window-serve offering tacos & casual Mexican eats with counter seating, plus late hours on weekends.",40.7270551,-73.99186399999999,"['Bar & grill', 'Mexican restaurant', 'Restaurant']",3.7,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2599b2a7b4229:0xc5418901b2f66ede?authuser=-1&hl=en&gl=us,Nueva York,1941
Cosi,"Cosi, 53 E 8th St, New York, NY 10003",0x89c2599a174f4eed:0x4b5dda888c359360,"Counter-serve chain known for sandwiches & pizzas made with hearth-fired flatbreads, plus salads.",40.7312238,-73.9936124,"['Restaurant', 'Caterer', 'Coffee store', 'Takeout Restaurant', 'Salad shop', 'Sandwich shop', 'Soup shop']",3.7,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2599a174f4eed:0x4b5dda888c359360?authuser=-1&hl=en&gl=us,Nueva York,1942
风味麻辣鸭脖,"New York, Brooklyn, 8th Ave, 风味麻辣鸭脖邮政编码: 11220",0x89c25acbe932641b:0x92b244ac48193e65,,40.6432096,-74.0017477,['Restaurant'],3.7,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25acbe932641b:0x92b244ac48193e65?authuser=-1&hl=en&gl=us,Nueva York,1943
GNC,"GNC, 549 6th Ave, New York, NY 10011",0x4065fceb0cc40965:0xb22a3c3f2333007f,"Retail chain selling health- & sports-related vitamins, supplements & herbs, plus drinks & snacks.",40.7380159,-73.9966176,"['Vitamin & supplements store', 'Health food store']",3.7,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x4065fceb0cc40965:0xb22a3c3f2333007f?authuser=-1&hl=en&gl=us,Nueva York,1944
Blockheads Burritos,"Blockheads Burritos, 951 Amsterdam Ave, New York, NY 10025",0x89c2f6235e13ce77:0xed3397de44214e33,"Lunch specials, inventive burritos & margaritas draw crowds to this lively Mexican joint.",40.8008398,-73.9652333,['Restaurant'],3.7,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f6235e13ce77:0xed3397de44214e33?authuser=-1&hl=en&gl=us,Nueva York,1945
real thai cuisine 530 9th ave,"real thai cuisine 530 9th ave, 530 9th Ave, New York, NY 10018",0x89c25852b4ba4e33:0x2f99522a79820448,Relaxed venue with a cosmopolitan interior whipping up  everyday Thai fare & late-night eats.,40.756647,-73.993594,"['Caterer', 'Thai restaurant']",3.7,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25852b4ba4e33:0x2f99522a79820448?authuser=-1&hl=en&gl=us,Nueva York,1946
Canton Kitchen,"Canton Kitchen, 171 Hester St, New York, NY 10013",0x89c2598825d62837:0x79e8b40cc8c960bf,,40.7178473,-73.9968164,['Chinese restaurant'],3.7,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2598825d62837:0x79e8b40cc8c960bf?authuser=-1&hl=en&gl=us,Nueva York,1947
JOE & THE JUICE,"JOE & THE JUICE, 2460 Broadway, New York, NY 10025",0x89c2594b0b612d1f:0x65b82f7ec6290c8f,,40.7915923,-73.9736861,"['Juice shop', 'Cafe', 'Coffee shop', 'Health food restaurant', 'Modern European restaurant', 'Sandwich shop', 'Scandinavian restaurant']",3.6,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2594b0b612d1f:0x65b82f7ec6290c8f?authuser=-1&hl=en&gl=us,Nueva York,1948
Juice Press,"Juice Press, 10 Columbus Circle, Suite SC1010, New York, NY 10019",0x89c2591105bd9597:0x6c439d47cdb79100,"Chain for health-conscious, organic eats offering smoothies, vegan raw foods & juice cleanses.",40.7689328,-73.9825441,"['Juice shop', 'Health food store', 'Organic restaurant', 'Vegan restaurant']",3.6,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2591105bd9597:0x6c439d47cdb79100?authuser=-1&hl=en&gl=us,Nueva York,1949
Thunder Jacksons,"Thunder Jacksons, 169 Bleecker St, New York, NY 10012",0x89c25991f41d125b:0x95f9bb0a3db81953,"Neighborhood haunt with sports on TV, serving cocktails, brews & grub in a boisterous setting.",40.7288482,-74.0002763,['American restaurant'],3.6,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25991f41d125b:0x95f9bb0a3db81953?authuser=-1&hl=en&gl=us,Nueva York,1950
Dunkin',"Dunkin', 125 Lafayette St, New York, NY 10013",0x89c25989f0f9de7f:0x8f63b36c5658f566,,40.7187253,-74.0000417,"['Coffee shop', 'Bagel shop', 'Bakery', 'Breakfast restaurant', 'Donut shop', 'Espresso bar', 'Fast food restaurant', 'Pastry shop', 'Sandwich shop']",3.6,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25989f0f9de7f:0x8f63b36c5658f566?authuser=-1&hl=en&gl=us,Nueva York,1951
Souen USQ,"Souen USQ, 28 E 13th St, New York, NY 10003",0x89c259984f20db1b:0x5d1158deaf433a78,"This bustling restaurant has been serving organic, macrobiotic cuisine (fish, no meat) since 1971.",40.734635,-73.99290599999999,"['Health food restaurant', 'Macrobiotic restaurant', 'Organic restaurant', 'Vegan restaurant', 'Vegetarian restaurant']",3.6,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259984f20db1b:0x5d1158deaf433a78?authuser=-1&hl=en&gl=us,Nueva York,1952
Plump Dumpling,"Plump Dumpling, 174 2nd Ave, New York, NY 10003",0x89c2599c2d281845:0x951f7ebeed4d348f,Chinese favorites & namesake dumplings are part of the huge menu offered at this no-frills spot.,40.7303859,-73.9860613,"['Chinese restaurant', 'Asian restaurant', 'Noodle shop', 'Vietnamese restaurant']",3.6,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2599c2d281845:0x951f7ebeed4d348f?authuser=-1&hl=en&gl=us,Nueva York,1953
Maple,"Maple, 157 W 47th St, New York, NY 10036",0x89c25855ed50933d:0x70c1415f158cc8c0,"Tucked inside the Night Hotel, this ski lodge-themed spot serves American fare & cocktails.",40.7590667,-73.9837639,['American restaurant'],3.6,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25855ed50933d:0x70c1415f158cc8c0?authuser=-1&hl=en&gl=us,Nueva York,1954
Dunkin',"Dunkin', 3600 Broadway B'Way &, #149th, New York, NY 10031",0x89c2f7a0d9a7092d:0x9ff07c9a456def10,Long-running chain serving signature breakfast items & a variety of coffee drinks.,40.8283498,-73.9486812,"['Coffee shop', 'Bagel shop', 'Bakery', 'Breakfast restaurant', 'Donut shop', 'Fast food restaurant', 'Takeout Restaurant']",3.6,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f7a0d9a7092d:0x9ff07c9a456def10?authuser=-1&hl=en&gl=us,Nueva York,1955
Crown Fried Chicken,"Crown Fried Chicken, 2333 1st Avenue, New York, NY 10035",0x89c2f5e2c40d0977:0xb56b3b9e393e8645,"No-frills take-out/delivery fried chicken joint, part of a chain known for using halal poultry.",40.7984572,-73.9339198,"['Chicken restaurant', 'Pizza restaurant']",3.6,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f5e2c40d0977:0xb56b3b9e393e8645?authuser=-1&hl=en&gl=us,Nueva York,1956
Juice Press,"Juice Press, 420 Park Ave S, New York, NY 10016",0x89c259a793a4f7cf:0xe9a80defcea372ce,"Chain for health-conscious, organic eats offering smoothies, vegan raw foods & juice cleanses.",40.7439194,-73.9841967,"['Vegan restaurant', 'Health food restaurant', 'Health food store', 'Juice shop', 'Organic restaurant']",3.6,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259a793a4f7cf:0xe9a80defcea372ce?authuser=-1&hl=en&gl=us,Nueva York,1957
Shiro of Japan,"Shiro of Japan, 89 E 42nd St, New York, NY 10017",0x89c259018a827e8d:0x33bb7e13c4cb0ac3,Counter-serve outpost of a Japanese mainstay offering sushi & chirashi in Grand Central Station.,40.752902,-73.977127,['Takeout Restaurant'],3.5,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259018a827e8d:0x33bb7e13c4cb0ac3?authuser=-1&hl=en&gl=us,Nueva York,1958
525LEX Restaurant & Lounge,"525LEX Restaurant & Lounge, 525 Lexington Ave, New York, NY 10017",0x89c258fd178d5bed:0x8aef5a52d340f98e,Buffalo wings & steak sandwiches plus craft beer & handcrafted cocktails served in a swanky space.,40.7555937,-73.9725642,"['American restaurant', 'Fine dining restaurant', 'Lounge', 'Restaurant']",3.5,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258fd178d5bed:0x8aef5a52d340f98e?authuser=-1&hl=en&gl=us,Nueva York,1959
Hi Thai,"Hi Thai, 123 Ludlow St, New York, NY 10002",0x89c259813460170b:0x78d1c2e41968e809,"Rustic-chic eatery serving Thai curries, noodles & other classic dishes, including lunch specials.",40.7197403,-73.9887248,['Thai restaurant'],3.5,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259813460170b:0x78d1c2e41968e809?authuser=-1&hl=en&gl=us,Nueva York,1960
Taco Dumbo,"Taco Dumbo, 2 Pennsylvania Plaza, New York City, NY 10121",0x89c2599a354f6a0d:0x238fcc22aa9f9e14,,40.75028,-73.991708,"['Mexican restaurant', 'Cocktail bar', 'Gluten-free restaurant', 'Health food restaurant', 'Organic restaurant', 'Taco restaurant', 'Vegan restaurant', 'Vegetarian restaurant']",3.5,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2599a354f6a0d:0x238fcc22aa9f9e14?authuser=-1&hl=en&gl=us,Nueva York,1961
Dunkin,"Dunkin, 64 Fulton St, New York, NY 10038",0x89c25a3d4b29be85:0xefbaf083739065f,Long-running chain serving signature breakfast items & a variety of coffee drinks.,40.7087333,-74.00524519999999,"['Coffee shop', 'Bagel shop', 'Bakery', 'Breakfast restaurant', 'Donut shop']",3.5,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25a3d4b29be85:0xefbaf083739065f?authuser=-1&hl=en&gl=us,Nueva York,1962
P.F. Chang's To Go,"P.F. Chang's To Go, 240 W 40th St, New York, NY 10018",0x89c2596bc415eaa1:0xb7bf54aacbcd1806,Family-friendly chain offering creative takes on Asian fare in a striking space.,40.7552388,-73.9895573,"['Delivery Chinese restaurant', 'Asian restaurant', 'Chinese restaurant', 'Dim sum restaurant', 'Takeout Restaurant', 'Sushi restaurant']",3.4,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2596bc415eaa1:0xb7bf54aacbcd1806?authuser=-1&hl=en&gl=us,Nueva York,1963
Chinese Food,"Chinese Food, 3371 Broadway, New York, NY 10031",0x89c2f6661232223d:0xcbac1b012214ca20,,40.8213743,-73.9547413,"['Chinese restaurant', 'Delivery Restaurant']",3.4,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f6661232223d:0xcbac1b012214ca20?authuser=-1&hl=en&gl=us,Nueva York,1964
GNC,"GNC, 1034-1036 3rd Ave, New York, NY 10065",0x89c258ef4d424f8f:0x9aa713c2cd1cd67d,"Retail chain selling health- & sports-related vitamins, supplements & herbs, plus drinks & snacks.",40.7632383,-73.9657031,"['Vitamin & supplements store', 'Health food store']",3.4,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c258ef4d424f8f:0x9aa713c2cd1cd67d?authuser=-1&hl=en&gl=us,Nueva York,1965
China Wok,"China Wok, 199 E 3rd St, New York, NY 10009",0x89c2597881d588cd:0x7b8ed27810876ae8,Modest counter-serve establishment preparing an ample variety of Chinese staples in a compact space.,40.7228083,-73.98303419999999,"['Chinese restaurant', 'Restaurant']",3.3,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2597881d588cd:0x7b8ed27810876ae8?authuser=-1&hl=en&gl=us,Nueva York,1966
Subway,"Subway, 3920 Broadway Store 2, New York, NY 10032",0x89c2f6867c770811:0x3abc2d677eb0abf5,"Casual counter-serve chain for build-your-own sandwiches & salads, with health-conscious options.",40.8384665,-73.9413082,"['Sandwich shop', 'Caterer', 'Fast food restaurant', 'Takeout Restaurant', 'Restaurant']",3.3,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f6867c770811:0x3abc2d677eb0abf5?authuser=-1&hl=en&gl=us,Nueva York,1967
Cafe Del Sol Inc,"Cafe Del Sol Inc, 480 Fashion Ave, New York, NY 10018",0x89c259ac1344161d:0x30b26e83cbc09d0,,40.7523432,-73.9900756,['Restaurant'],3.2,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259ac1344161d:0x30b26e83cbc09d0?authuser=-1&hl=en&gl=us,Nueva York,1968
Great Wok Chinese,"Great Wok Chinese, 1631 Lexington Ave, New York, NY 10029",0x89c2f602b3cd8c51:0x38d5cf4f5bfe2ed1,,40.7903305,-73.947419,['Chinese restaurant'],3.1,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2f602b3cd8c51:0x38d5cf4f5bfe2ed1?authuser=-1&hl=en&gl=us,Nueva York,1969
Chelsea Pizza 23,"Chelsea Pizza 23, 268 W 23rd St, New York, NY 10011",0x89c259ba52f765b7:0x29bc07477bdaf8af,"Branch of a mini-chain, open late, offering whole & by-the-slice brick-oven pizza, heros & salads.",40.745051,-73.998283,"['Pizza restaurant', 'Pizza delivery', 'Pizza Takeout']",3.1,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c259ba52f765b7:0x29bc07477bdaf8af?authuser=-1&hl=en&gl=us,Nueva York,1970
Brooklyn Dumpling Shop,"Brooklyn Dumpling Shop, 131 1st Avenue, New York, NY 10003",0x89c2594351bc7987:0x1bfab4c9d46a7bd4,,40.7275602,-73.9856935,['Chinese restaurant'],3.1,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c2594351bc7987:0x1bfab4c9d46a7bd4?authuser=-1&hl=en&gl=us,Nueva York,1971
Mayor Hotel,"Mayor Hotel, 79 Division St, New York, NY 10002",0x89c25a288e5a62c3:0x35482cdd1ae4b39f,"Basic budget choice with Asian flair offering simple rooms, plus free WiFi & continental breakfast.",40.7141397,-73.993837,['Hotel'],2.8,28,NY,https://www.google.com/maps/place//data=!4m2!3m1!1s0x89c25a288e5a62c3:0x35482cdd1ae4b39f?authuser=-1&hl=en&gl=us,Nueva York,1972
